
## FlyBase Gene Mapping Table
## Generated: Sat Apr  6 20:50:14 2024
## Using datasource: dbi:Pg:dbname=fb_2024_02_reporting;host=flysql25;port=5432...

##organism_abbreviation	current_symbol	primary_FBid	recombination_loc	cytogenetic_loc	sequence_loc
Dmel	CG4607	FBgn0029932	1-19	6F1-6F3	X:7069413..7072689(1)
Dmel	CG4615	FBgn0029935	1-19	6F5-6F5	X:7098578..7102300(-1)
Dmel	CG4617	FBgn0029936	1-19	6F5-6F5	X:7102555..7104491(-1)
Dmel	CG8300	FBgn0029937	1-19	6F5-6F5	X:7104885..7106345(1)
Dmel	Cph	FBgn0029939	1-20	7A2-7A5	X:7137723..7241932(1)
Dmel	CG1958	FBgn0029940	1-20	7A7-7A7	X:7266904..7267883(1)
Dmel	CG1677	FBgn0029941	1-20	7A8-7B1	X:7281089..7405797(-1)
Dmel	CG2059	FBgn0029942	1-20	7B1-7B1	X:7286358..7288117(1)
Dmel	Atg5	FBgn0029943	1-20	7B1-7B1	X:7314622..7323770(-1)
Dmel	Dok	FBgn0029944	1-20	7B1-7B1	X:7324214..7328806(1)
Dmel	Acsf3	FBgn0029945	1-20	7B1-7B1	X:7329046..7331255(1)
Dmel	CG15034	FBgn0029946	1-20	7B2-7B2	X:7346259..7347506(-1)
Dmel	CG1999	FBgn0029947	1-20	7B2-7B2	X:7358796..7360058(1)
Dmel	CheA7a	FBgn0029948	1-20	7B2-7B2	X:7378140..7378953(1)
Dmel	CG15035	FBgn0029949	1-20	7B2-7B2	X:7401698..7403174(-1)
Dmel	rumpel	FBgn0029950	1-20	7B2-7B2	X:7418594..7422142(1)
Dmel	CG11369	FBgn0029951	1-20	7B4-7B4	X:7574290..7576767(1)
Dmel	CG12689	FBgn0029952	1-20	7B4-7B4	X:7585303..7586131(-1)
Dmel	CG15478	FBgn0029955	1-20	7B6-7B6	X:7712783..7717932(-1)
Dmel	CG12155	FBgn0029957	1-20	7B7-7B7	X:7728755..7731729(1)
Dmel	Pdp	FBgn0029958	1-20	7B7-7B7	X:7731779..7734651(-1)
Dmel	Rab39	FBgn0029959	1-20	7B7-7B7	X:7734923..7736756(1)
Dmel	Ir7a	FBgn0029961	1-20	7B8-7B8	X:7764982..7766826(1)
Dmel	CARPA	FBgn0029962	1-21	7C1-7C1	X:7826197..7842679(1)
Dmel	CG10920	FBgn0029963	1-21	7C1-7C1	X:7852481..7854244(-1)
Dmel	CG1409	FBgn0029964	1-21	7C1-7C1	X:7858173..7858794(1)
Dmel	Ir7b	FBgn0029965	1-21	7C1-7C1	X:7864948..7866968(-1)
Dmel	Ir7c	FBgn0029966	1-21	7C1-7C1	X:7874394..7876847(1)
Dmel	Ir7g	FBgn0029968	1-21	7C1-7C1	X:7884660..7886976(1)
Dmel	Acat1	FBgn0029969	1-21	7C1-7C1	X:7887130..7888785(-1)
Dmel	Nek2	FBgn0029970	1-21	7C1-7C1	X:7889066..7891646(-1)
Dmel	ND-MNLL	FBgn0029971	1-21	7C2-7C2	X:7893053..7893798(-1)
Dmel	dpr14	FBgn0029974	1-21	7C2-7C2	X:7903704..7908286(-1)
Dmel	spidey	FBgn0029975	1-21	7C2-7C2	X:7908931..7911885(1)
Dmel	snz	FBgn0029976	1-21	7C2-7C3	X:7912089..7918444(1)
Dmel	hdm	FBgn0029977	1-21	7C3-7C3	X:7918517..7920131(-1)
Dmel	mahe	FBgn0029979	1-21	7C3-7C4	X:7922158..7931382(-1)
Dmel	Dhdds	FBgn0029980	1-21	7C4-7C4	X:7931745..7933351(-1)
Dmel	CG15332	FBgn0029986	1-22	7D1-7D1	X:7953852..7955990(-1)
Dmel	CG15330	FBgn0029987	1-22	7D1-7D1	X:7956064..7956702(1)
Dmel	CG15333	FBgn0029989	1-22	7D2-7D2	X:8019523..8021345(-1)
Dmel	CG2233	FBgn0029990	1-22	7D3-7D3	X:8035741..8037517(-1)
Dmel	Upf2	FBgn0029992	1-22	7D5-7D5	X:8070244..8075466(-1)
Dmel	CG1571	FBgn0029993	1-22	7D5-7D5	X:8075877..8078240(1)
Dmel	Ldsdh1	FBgn0029994	1-22	7D5-7D5	X:8078350..8081605(-1)
Dmel	CG2256	FBgn0029995	1-22	7D5-7D5	X:8084018..8087213(-1)
Dmel	UbcE2H	FBgn0029996	1-22	7D6-7D6	X:8087544..8094064(-1)
Dmel	CG2258	FBgn0029997	1-22	7D6-7D6	X:8094250..8102095(-1)
Dmel	CG1575	FBgn0029999	1-22	7D6-7D6	X:8117012..8119130(1)
Dmel	CG2260	FBgn0030000	1-22	7D6-7D6	X:8119082..8121147(-1)
Dmel	cyr	FBgn0030001	1-22	7D6-7D14	X:8121280..8135713(-1)
Dmel	CG2116	FBgn0030003	1-22	7D12-7D12	X:8129812..8131783(1)
Dmel	CG10958	FBgn0030004	1-22	7D12-7D13	X:8132285..8134967(1)
Dmel	CG2120	FBgn0030005	1-22	7D14-7D14	X:8135824..8137046(1)
Dmel	CG17982	FBgn0030006	1-22	7D15-7D15	X:8142550..8143835(-1)
Dmel	alpha-PheRS	FBgn0030007	1-22	7D15-7D15	X:8143904..8145602(-1)
Dmel	CG2129	FBgn0030008	1-22	7D15-7D16	X:8145839..8147855(1)
Dmel	CG15336	FBgn0030009	1-22	7D16-7D16	X:8147949..8148705(1)
Dmel	CG10959	FBgn0030010	1-22	7D16-7D16	X:8148783..8150686(1)
Dmel	Gbeta5	FBgn0030011	1-22	7D16-7D16	X:8150731..8152275(-1)
Dmel	CG18262	FBgn0030012	1-22	7D16-7D16	X:8152948..8154533(1)
Dmel	GIIIspla2	FBgn0030013	1-22	7D16-7D17	X:8157628..8159348(1)
Dmel	CG15337	FBgn0030014	1-22	7D17-7D17	X:8160054..8161552(1)
Dmel	CG10761	FBgn0030015	1-22	7D17-7D17	X:8161540..8162792(-1)
Dmel	Or7a	FBgn0030016	1-22	7D17-7D17	X:8164266..8165708(-1)
Dmel	CG2278	FBgn0030017	1-22	7D17-7D17	X:8165833..8170266(-1)
Dmel	slpr	FBgn0030018	1-22	7D17-7D17	X:8170229..8177185(-1)
Dmel	CG2147	FBgn0030025	1-22	7D22-7D22	X:8240684..8241483(1)
Dmel	sni	FBgn0030026	1-22	7D22-7D22	X:8241501..8244016(-1)
Dmel	CG1632	FBgn0030027	1-23	7E1-7E1	X:8252670..8272462(1)
Dmel	Corp	FBgn0030028	1-23	7E1-7E1	X:8269898..8271409(-1)
Dmel	CG15343	FBgn0030029	1-23	7E1-7E1	X:8272324..8273806(-1)
Dmel	CG1636	FBgn0030030	1-23	7E1-7E1	X:8273412..8276450(1)
Dmel	CG2156	FBgn0030031			
Dmel	CG15344	FBgn0030032		7E2-7E2	
Dmel	CG1387	FBgn0030033	1-23	7E5-7E6	X:8385781..8389504(1)
Dmel	CG10555	FBgn0030034	1-23	7E6-7E6	X:8398940..8404516(1)
Dmel	PIG-T	FBgn0030035	1-23	7E6-7E6	X:8404535..8407263(-1)
Dmel	Miga	FBgn0030037	1-23	7E9-7E9	X:8433923..8437820(-1)
Dmel	CG1440	FBgn0030038	1-23	7E9-7E9	X:8437057..8441264(1)
Dmel	CG12123	FBgn0030039	1-23	7E9-7E9	X:8441247..8442348(-1)
Dmel	CG15347	FBgn0030040	1-23	7E11-7E11	X:8458494..8460898(-1)
Dmel	CG12116	FBgn0030041	1-23	7F1-7F1	X:8467443..8469012(-1)
Dmel	CG12112	FBgn0030048	1-23	7F4-7F4	X:8558879..8560192(-1)
Dmel	Trf4-1	FBgn0030049	1-23	7F4-7F4	X:8560322..8570159(1)
Dmel	CG12111	FBgn0030050	1-23	7F4-7F5	X:8570208..8570948(-1)
Dmel	spirit	FBgn0030051	1-23	7F5-7F5	X:8571099..8573593(-1)
Dmel	CG12065	FBgn0030052	1-23	7F5-7F7	X:8574306..8588528(1)
Dmel	CG12081	FBgn0030053	1-23	7F7-7F7	X:8588811..8590774(1)
Dmel	Caf1-180	FBgn0030054	1-23	7F8-7F8	X:8602137..8606304(-1)
Dmel	Rubicon	FBgn0030055	1-24	8A1-8A1	X:8677063..8680912(1)
Dmel	CAH3	FBgn0030056	1-24	8A1-8A2	X:8681252..8688760(1)
Dmel	Ppt1	FBgn0030057	1-24	8A2-8A2	X:8688627..8690227(-1)
Dmel	CG11294	FBgn0030058	1-24	8A2-8A2	X:8691820..8693620(-1)
Dmel	CG2004	FBgn0030060	1-24	8A2-8A2	X:8712472..8714924(-1)
Dmel	CG1785	FBgn0030061	1-24	8A2-8A2	X:8714936..8717065(1)
Dmel	CG1789	FBgn0030063	1-24	8A3-8A3	X:8720520..8721503(1)
Dmel	CG12075	FBgn0030065	1-25	8B4-8B4	X:8838323..8872774(1)
Dmel	Uros1	FBgn0030066	1-25	8B6-8B6	X:8898554..8900264(-1)
Dmel	Rbm13	FBgn0030067	1-25	8B7-8B7	X:8901699..8903761(1)
Dmel	CG3898	FBgn0030070		8B7-8B7	
Dmel	CG12661	FBgn0030071	1-25	8B8-8B8	X:8922888..8923687(-1)
Dmel	CG10962	FBgn0030073	1-26	8C1-8C4	X:8972908..8974255(-1)
Dmel	CG12662	FBgn0030074	1-26	8C1-8C1	X:8983634..8984442(-1)
Dmel	CG15365	FBgn0030077	1-26	8C4-8C4	X:9054698..9067983(-1)
Dmel	CG10970	FBgn0030078	1-26	8C4-8C4	X:9069599..9071408(-1)
Dmel	CG7246	FBgn0030081	1-26	8C4-8C4	X:9078823..9081057(-1)
Dmel	HP1b	FBgn0030082	1-26	8C4-8C4	X:9081063..9082746(1)
Dmel	CG6999	FBgn0030085	1-26	8C8-8C8	X:9088367..9089314(1)
Dmel	CCT2	FBgn0030086	1-26	8C8-8C8	X:9089513..9092826(1)
Dmel	CG7766	FBgn0030087	1-26	8C8-8C9	X:9093612..9103739(-1)
Dmel	Arfrp1	FBgn0030088	1-26	8C9-8C9	X:9107069..9108354(1)
Dmel	AP-1gamma	FBgn0030089	1-26	8C9-8C9	X:9108691..9117744(1)
Dmel	fend	FBgn0030090	1-26	8C11-8C13	X:9121973..9135099(-1)
Dmel	CG7065	FBgn0030091	1-26	8C13-8C14	X:9142493..9147894(1)
Dmel	fh	FBgn0030092	1-26	8C14-8C14	X:9148080..9149071(-1)
Dmel	Bap111	FBgn0030093	1-26	8C14-8C14	X:9149309..9151976(1)
Dmel	CG11042	FBgn0030094		8C14-8C14	
Dmel	Zpr1	FBgn0030096	1-26	8C14-8C14	X:9160124..9162090(-1)
Dmel	CG12115	FBgn0030097	1-26	8C17-8C17	X:9189326..9190605(-1)
Dmel	CG12057	FBgn0030098	1-26	8C17-8C17	X:9191657..9192548(1)
Dmel	CG12056	FBgn0030099	1-26	8C17-8C17	X:9192669..9193620(1)
Dmel	CG12106	FBgn0030100	1-26	8C17-8D1	X:9193898..9195333(1)
Dmel	CG12118	FBgn0030101	1-27	8D1-8D1	X:9194750..9196414(-1)
Dmel	SmydA-9	FBgn0030102	1-27	8D1-8D1	X:9206126..9210887(-1)
Dmel	Obp8a	FBgn0030103	1-27	8D1-8D1	X:9214876..9215699(1)
Dmel	CG15368	FBgn0030104	1-27	8D1-8D1	X:9215785..9216540(1)
Dmel	CG15369	FBgn0030105	1-27	8D1-8D1	X:9216872..9217466(1)
Dmel	CG15370	FBgn0030107	1-27	8D2-8D2	X:9225437..9226688(1)
Dmel	Gr8a	FBgn0030108	1-27	8D2-8D2	X:9227137..9228827(1)
Dmel	CG12121	FBgn0030109	1-27	8D2-8D2	X:9228796..9232378(-1)
Dmel	CG17754	FBgn0030114	1-27	8D3-8D3	X:9250420..9255953(1)
Dmel	CR17438	FBgn0030116	1-27	8D3-8D3	X:9259218..9260522(-1)
Dmel	ric8b	FBgn0030117	1-27	8D3-8D3	X:9260697..9261332(1)
Dmel	CG17440	FBgn0030120	1-27	8D4-8D4	X:9268438..9269925(-1)
Dmel	Cfp1	FBgn0030121	1-27	8D4-8D4	X:9270434..9272960(-1)
Dmel	Aladin	FBgn0030122	1-27	8D4-8D4	X:9273413..9275653(1)
Dmel	CG12667	FBgn0030124		8D6-8D6	
Dmel	CG12067	FBgn0030132			
Dmel	CG15316	FBgn0030133		8E1-8E4	
Dmel	RpS28b	FBgn0030136	1-28	8E7-8E7	X:9554623..9555661(1)
Dmel	CG15317	FBgn0030137	1-28	8E7-8E7	X:9555607..9556544(-1)
Dmel	Gga	FBgn0030141	1-29	8F1-8F1	X:9601030..9604280(1)
Dmel	CG3106	FBgn0030148	1-29	8F6-8F6	X:9659095..9662903(-1)
Dmel	CG1354	FBgn0030151	1-30	9A1-9A1	X:9778742..9782094(1)
Dmel	CG15247	FBgn0030156	1-30	9A3-9A3	X:9874493..9876672(-1)
Dmel	CG1468	FBgn0030157	1-30	9A3-9A3	X:9878422..9879279(1)
Dmel	CG9686	FBgn0030158	1-30	9A3-9A3	X:9879870..9880535(1)
Dmel	CG9689	FBgn0030159	1-30	9A3-9A3	X:9881953..9883670(1)
Dmel	CG9691	FBgn0030160	1-30	9A3-9A3	X:9884442..9885044(1)
Dmel	CG15249	FBgn0030161	1-30	9A3-9A3	X:9887972..9899585(-1)
Dmel	CG1986	FBgn0030162	1-30	9A3-9A3	X:9908663..9911126(-1)
Dmel	CG1791	FBgn0030163	1-30	9A3-9A3	X:9963453..9964878(-1)
Dmel	CG1889	FBgn0030164	1-30	9A3-9A3	X:9965241..9966959(1)
Dmel	CG15252	FBgn0030167	1-30	9A4-9A4	X:9978153..9980564(-1)
Dmel	CG15312	FBgn0030174	1-31	9B1-9B1	X:10055629..10070868(-1)
Dmel	CG2972	FBgn0030177	1-31	9B1-9B1	X:10083154..10085050(1)
Dmel	Naxe	FBgn0030178	1-31	9B1-9B1	X:10084914..10086171(-1)
Dmel	CG12645	FBgn0030181	1-31	9B2-9B2	X:10153612..10155009(1)
Dmel	Ypel	FBgn0030183	1-31	9B4-9B4	X:10205292..10212374(-1)
Dmel	CG15310	FBgn0030185			
Dmel	CG2962	FBgn0030186	1-31	9B4-9B4	X:10214858..10216642(-1)
Dmel	CG2961	FBgn0030187	1-31	9B4-9B4	X:10231002..10233080(-1)
Dmel	CG2909	FBgn0030189	1-31	9B7-9B7	X:10326464..10328946(1)
Dmel	CG2908	FBgn0030190			
Dmel	CG15306	FBgn0030191	1-31	9B7-9B7	X:10330160..10331818(-1)
Dmel	CG2898	FBgn0030195	1-31	9B12-9B12	X:10375374..10376628(1)
Dmel	Psf3	FBgn0030196	1-31	9B14-9B14	X:10383353..10385861(-1)
Dmel	RabX2	FBgn0030200	1-31	9C1-9C1	X:10417429..10418219(1)
Dmel	CG12640	FBgn0030202	1-31	9C2-9C2	X:10432465..10432812(-1)
Dmel	Or9a	FBgn0030204	1-31	9C4-9C4	X:10458186..10459676(-1)
Dmel	CG2889	FBgn0030206	1-32	9D1-9D1	X:10473938..10477201(1)
Dmel	CG2887	FBgn0030207	1-32	9D1-9D1	X:10477260..10478493(-1)
Dmel	PPP4R2r	FBgn0030208	1-32	9D1-9D2	X:10478838..10481943(1)
Dmel	CG15296	FBgn0030215	1-32	9D3-9D3	X:10565842..10566591(-1)
Dmel	CG2124	FBgn0030217	1-32	9D3-9D4	X:10596122..10599169(1)
Dmel	CG1628	FBgn0030218	1-32	9D3-9D4	X:10598146..10602714(-1)
Dmel	Rab9Db	FBgn0030221	1-32	9D4-9D4	X:10622355..10623225(-1)
Dmel	CG9806	FBgn0030222	1-32	9D4-9D4	X:10623725..10627112(-1)
Dmel	CG2111	FBgn0030223	1-32	9E1-9E1	X:10657680..10660671(1)
Dmel	CG12637	FBgn0030224	1-32	9E1-9E1	X:10672433..10673466(-1)
Dmel	BTBD9	FBgn0030228	1-32	9E7-9E8	X:10768537..10772154(1)
Dmel	Rph	FBgn0030230	1-32	9E2-9E4	X:10749077..10757666(-1)
Dmel	CG15211	FBgn0030234	1-32	9E8-9E9	X:10772541..10778981(1)
Dmel	CG15209	FBgn0030237	1-33	9F5-9F5	X:10842205..10842995(1)
Dmel	Pgls	FBgn0030239	1-33	9F5-9F5	X:10847438..10848534(1)
Dmel	CG2202	FBgn0030240	1-33	9F5-9F5	X:10848757..10852327(1)
Dmel	feo	FBgn0030241	1-33	9F5-9F5	X:10852446..10854869(-1)
Dmel	sofe	FBgn0030242	1-33	9F5-9F5	X:10855000..10857413(-1)
Dmel	CG2186	FBgn0030243	1-33	9F5-9F5	X:10857655..10866246(1)
Dmel	CG2157	FBgn0030244	1-33	9F5-9F6	X:10869284..10870705(1)
Dmel	CG1637	FBgn0030245	1-33	9F5-9F7	X:10870594..10877893(-1)
Dmel	CG1582	FBgn0030246	1-33	9F8-9F8	X:10894747..10899302(-1)
Dmel	CG15208	FBgn0030247	1-33	9F8-9F8	X:10899965..10901811(1)
Dmel	CG15206	FBgn0030250			
Dmel	Arlr	FBgn0030251	1-33	9F11-9F12	X:10927399..10929712(1)
Dmel	SmydA-4	FBgn0030257	1-33	10A3-10A3	X:11044756..11049540(1)
Dmel	CG1552	FBgn0030258	1-33	10A3-10A3	X:11052171..11053556(-1)
Dmel	CG1545	FBgn0030259	1-33	10A3-10A3	X:11057545..11059619(-1)
Dmel	CG1537	FBgn0030260	1-33	10A3-10A3	X:11062027..11063170(-1)
Dmel	CG15203	FBgn0030261	1-33	10A4-10A4	X:11066552..11068379(1)
Dmel	Vago	FBgn0030262	1-33	10A4-10A4	X:11089290..11090219(1)
Dmel	CG2076	FBgn0030263	1-33	10A4-10A4	X:11090210..11092098(1)
Dmel	CG11122	FBgn0030266	1-33	10A4-10A6	X:11112395..11124726(-1)
Dmel	Klp10A	FBgn0030268	1-33	10A6-10A6	X:11129362..11137118(-1)
Dmel	CDK2AP1	FBgn0030269	1-33	10A6-10A7	X:11137859..11139689(1)
Dmel	CG15199	FBgn0030270	1-33	10A7-10A7	X:11140474..11141835(-1)
Dmel	CG15202	FBgn0030271	1-33	10A8-10A8	X:11142541..11143755(1)
Dmel	CG15201	FBgn0030272	1-33	10A8-10A8	X:11144120..11144809(1)
Dmel	Lint-1	FBgn0030274	1-33	10A8-10A8	X:11149323..11152592(1)
Dmel	Dlic	FBgn0030276	1-33	10A8-10A8	X:11154421..11164670(1)
Dmel	CG1394	FBgn0030277	1-33	10A10-10A10	X:11169811..11170678(-1)
Dmel	CG15200	FBgn0030278	1-33	10A10-10A10	X:11182931..11183476(1)
Dmel	CG11106	FBgn0030280	1-34	10B1-10B1	X:11202248..11202806(1)
Dmel	CG15198	FBgn0030283	1-34	10B1-10B1	X:11248236..11248885(1)
Dmel	Gapvd1	FBgn0030286	1-34	10B3-10B3	X:11325385..11334071(1)
Dmel	GCS1	FBgn0030289	1-34	10B3-10B3	X:11344506..11348001(-1)
Dmel	CG11756	FBgn0030290	1-34	10B3-10B3	X:11348120..11348865(1)
Dmel	CG1738	FBgn0030291	1-34	10B3-10B3	X:11349049..11349847(1)
Dmel	NdufV3	FBgn0030292	1-34	10B3-10B3	X:11349998..11350474(1)
Dmel	CG1737	FBgn0030293	1-34	10B3-10B4	X:11350608..11355539(1)
Dmel	CG15196	FBgn0030296	1-34	10B10-10B10	X:11409947..11411667(1)
Dmel	Gr10b	FBgn0030297	1-34	10B10-10B10	X:11411783..11413190(-1)
Dmel	Or10a	FBgn0030298	1-34	10B10-10B10	X:11413467..11417422(-1)
Dmel	Sk1	FBgn0030300	1-34	10B13-10B13	X:11442539..11446012(1)
Dmel	HP5	FBgn0030301	1-34	10B14-10B14	X:11454786..11459227(1)
Dmel	Cyp4g15	FBgn0030304	1-34	10B15-10B15	X:11477058..11483233(1)
Dmel	Uba5	FBgn0030305	1-34	10B15-10B15	X:11483518..11485060(1)
Dmel	Spase25	FBgn0030306	1-34	10B15-10B16	X:11485250..11486566(1)
Dmel	CG33235	FBgn0030307	1-34	10B17-10C1	X:11486546..11491573(-1)
Dmel	CG1572	FBgn0030309	1-35	10C5-10C6	X:11555050..11558654(-1)
Dmel	PGRP-SA	FBgn0030310	1-35	10C6-10C6	X:11561643..11562779(1)
Dmel	CG11699	FBgn0030311	1-35	10C7-10C7	X:11570621..11571718(1)
Dmel	Reepl1	FBgn0030313	1-35	10C7-10C7	X:11572707..11573640(1)
Dmel	CG11696	FBgn0030314	1-35	10C7-10C7	X:11573731..11576152(1)
Dmel	CG11695	FBgn0030316	1-35	10C7-10C7	X:11576883..11578806(1)
Dmel	pkm	FBgn0030317	1-35	10C9-10C9	X:11581957..11584175(-1)
Dmel	rho-4	FBgn0030318	1-35	10C9-10C10	X:11599838..11606288(1)
Dmel	CG2533	FBgn0030319	1-35	10C10-10C10	X:11603243..11604194(-1)
Dmel	CG2247	FBgn0030320	1-35	10C10-10D1	X:11606290..11611652(-1)
Dmel	CG1703	FBgn0030321	1-35	10D1-10D1	X:11611927..11615128(1)
Dmel	Vlet	FBgn0030323	1-35	10D4-10D4	X:11677344..11678589(-1)
Dmel	CG2444	FBgn0030326	1-35	10D5-10D5	X:11704310..11705300(-1)
Dmel	FucT6	FBgn0030327	1-35	10D6-10D6	X:11706575..11709951(-1)
Dmel	Amun	FBgn0030328	1-35	10D6-10D7	X:11710120..11715565(-1)
Dmel	prtp	FBgn0030329	1-35	10D7-10D8	X:11716756..11719894(1)
Dmel	Tango10	FBgn0030330	1-35	10D8-10D8	X:11720245..11723854(1)
Dmel	CG15221	FBgn0030331	1-36	10E1-10E1	X:11724246..11736617(1)
Dmel	CG9360	FBgn0030332	1-36	10E2-10E2	X:11763474..11764590(-1)
Dmel	Karl	FBgn0030334	1-36	10E3-10E3	X:11787381..11792253(1)
Dmel	CG1578	FBgn0030336	1-36	10E5-10E6	X:11808506..11816551(-1)
Dmel	CG15741	FBgn0030338	1-37	10F1-10F1	X:11837543..11838026(-1)
Dmel	Cyp28c1	FBgn0030339	1-37	10F1-10F1	X:11839608..11841503(1)
Dmel	CG15740	FBgn0030340	1-37	10F1-10F1	X:11842662..11846099(-1)
Dmel	p24-1	FBgn0030341	1-37	10F1-10F1	X:11850909..11852530(-1)
Dmel	CG10347	FBgn0030342	1-37	10F1-10F1	X:11852692..11854931(-1)
Dmel	ATP7	FBgn0030343	1-37	10F1-10F2	X:11855022..11864754(1)
Dmel	Nrd1	FBgn0030344	1-37	10F2-10F2	X:11864651..11868893(-1)
Dmel	CG1847	FBgn0030345	1-37	10F2-10F2	X:11869170..11871168(1)
Dmel	BORCS5	FBgn0030346	1-37	10F2-10F2	X:11871299..11872779(-1)
Dmel	CG15739	FBgn0030347	1-37	10F2-10F2	X:11873319..11875346(1)
Dmel	CG10352	FBgn0030348	1-37	10F2-10F2	X:11875306..11877168(-1)
Dmel	CG10353	FBgn0030349	1-37	10F2-10F4	X:11877737..11887162(-1)
Dmel	SelG	FBgn0030350	1-37	10F4-10F4	X:11887284..11888240(1)
Dmel	CG1840	FBgn0030351	1-37	10F4-10F4	X:11888352..11889186(1)
Dmel	sicily	FBgn0030352	1-37	10F4-10F4	X:11891732..11893745(1)
Dmel	Upf1	FBgn0030354	1-37	10F4-10F4	X:11899996..11905371(-1)
Dmel	lncRNA:CR32661	FBgn0030356	1-37	10F6-10F6	X:11917806..11918678(-1)
Dmel	Sclp	FBgn0030357	1-37	10F7-10F7	X:11920004..11924662(-1)
Dmel	Pdzd8	FBgn0030358	1-37	10F7-10F7	X:11926424..11930850(-1)
Dmel	CG18130	FBgn0030359	1-38	11A1-11A1	X:11990118..11992768(-1)
Dmel	CG1806	FBgn0030360	1-38	11A1-11A1	X:12007176..12009904(1)
Dmel	CG1492	FBgn0030361	1-38	11A1-11A1	X:12009711..12012211(-1)
Dmel	regucalcin	FBgn0030362	1-38	11A1-11A1	X:12012377..12017375(1)
Dmel	Lsm12a	FBgn0030364	1-38	11A1-11A1	X:12018640..12020719(1)
Dmel	Tango4	FBgn0030365	1-38	11A1-11A1	X:12021068..12022746(1)
Dmel	Usp7	FBgn0030366	1-38	11A1-11A2	X:12022837..12029032(-1)
Dmel	Cyp311a1	FBgn0030367	1-38	11A2-11A2	X:12029754..12031465(-1)
Dmel	Cyp318a1	FBgn0030369	1-38	11A2-11A2	X:12032632..12035283(1)
Dmel	Uch-L5R	FBgn0030370	1-38	11A2-11A2	X:12055338..12056635(-1)
Dmel	CG12722	FBgn0030372			
Dmel	moon	FBgn0030373	1-38	11A3-11A3	X:12072008..12072818(-1)
Dmel	CG15734	FBgn0030374	1-38	11A3-11A3	X:12086469..12087025(-1)
Dmel	CG11356	FBgn0030375	1-38	11A4-11A4	X:12102797..12103840(-1)
Dmel	CG2750	FBgn0030376	1-38	11A4-11A4	X:12107200..12113357(1)
Dmel	CG1924	FBgn0030377	1-38	11A6-11A6	X:12176440..12178626(-1)
Dmel	CG2577	FBgn0030384	1-38	11A9-11A9	X:12373118..12374448(1)
Dmel	Ir11a	FBgn0030385	1-38	11A9-11A9	X:12375596..12377755(-1)
Dmel	CG2574	FBgn0030386	1-38	11A9-11A9	X:12408861..12409825(1)
Dmel	CG15927	FBgn0030389	1-38	11A11-11A11	X:12454729..12455683(1)
Dmel	CG15731	FBgn0030390	1-38	11A11-11A11	X:12456409..12457763(-1)
Dmel	Rab40	FBgn0030391	1-38	11A11-11A11	X:12459796..12463112(-1)
Dmel	Cpr11A	FBgn0030394	1-38	11A12-11A12	X:12486970..12489448(1)
Dmel	Mks1	FBgn0030395	1-38	11A12-11A12	X:12494395..12496597(-1)
Dmel	mdu	FBgn0030396	1-38	11A12-11A12	X:12497188..12516565(1)
Dmel	Cpr11B	FBgn0030398	1-39	11B1-11B1	X:12553124..12554235(1)
Dmel	Pits	FBgn0030400	1-39	11B1-11B2	X:12569169..12583193(-1)
Dmel	CG1824	FBgn0030403	1-39	11B2-11B2	X:12592555..12595624(-1)
Dmel	CG1463	FBgn0030406	1-39	11B3-11B3	X:12609977..12611667(-1)
Dmel	Fpgs1	FBgn0030407	1-39	11B3-11B4	X:12611867..12615530(1)
Dmel	CG11085	FBgn0030408	1-39	11B4-11B4	X:12616316..12621216(1)
Dmel	CG15728	FBgn0030409	1-39	11B5-11B5	X:12624292..12628445(1)
Dmel	Aven	FBgn0030410	1-39	11B5-11B5	X:12628370..12629640(-1)
Dmel	CG2540	FBgn0030411	1-39	11B5-11B6	X:12629878..12631111(1)
Dmel	Tomosyn	FBgn0030412	1-39	11B6-11B7	X:12631605..12653442(1)
Dmel	CG15726	FBgn0030415			
Dmel	CG15725	FBgn0030417	1-39	11B12-11B12	X:12705854..12708841(1)
Dmel	CG4004	FBgn0030418	1-39	11B14-11B14	X:12744212..12749785(1)
Dmel	pira	FBgn0030420	1-39	11B16-11B16	X:12760642..12763611(-1)
Dmel	Agpat1	FBgn0030421	1-39	11B16-11B16	X:12765266..12772851(1)
Dmel	Nep6	FBgn0030425	1-40	11C2-11C2	X:12801661..12804232(1)
Dmel	CG4661	FBgn0030429	1-41	11D1-11D1	X:12855688..12857722(-1)
Dmel	Flad1	FBgn0030431	1-41	11D1-11D1	X:12901353..12903516(-1)
Dmel	CG4404	FBgn0030432	1-41	11D1-11D1	X:12903745..12906018(-1)
Dmel	mRpL49	FBgn0030433	1-41	11D1-11D1	X:12907105..12907942(1)
Dmel	Brms1	FBgn0030434	1-41	11D1-11D1	X:12907986..12909622(-1)
Dmel	CG4645	FBgn0030435	1-41	11D1-11D2	X:12909953..12912070(1)
Dmel	hec	FBgn0030437	1-41	11D4-11D5	X:12950436..12957462(-1)
Dmel	CG15721	FBgn0030438	1-41	11D5-11D5	X:12970711..12973967(1)
Dmel	CG12716	FBgn0030439	1-41	11D5-11D5	X:12974683..12976231(-1)
Dmel	CG15719	FBgn0030440	1-41	11D6-11D6	X:13003955..13004879(-1)
Dmel	CG2209	FBgn0030441	1-41	11D7-11D8	X:13022198..13022949(1)
Dmel	CG12715	FBgn0030443	1-41	11D8-11D8	X:13052847..13055328(-1)
